gene_id	ENC	GC3
rna-XM_029908177.1	49.2907958737252	0.5859375
rna-XM_029899807.1	59.3459157169754	0.53781512605042
rna-XM_029903278.1	50.1458463258289	0.547794117647059
rna-XM_029908178.1	52.4639808795077	0.611241217798595
rna-XM_029904360.1	59.4170422765846	0.5625
rna-XM_029906651.1	47.3422750663761	0.55
rna-XM_029902328.1	59.4591649380161	0.55328798185941
rna-XM_029909522.1	55.7199108030025	0.525806451612903
rna-XM_029909523.1	57.5545884112672	0.556521739130435
rna-XM_029906652.1	54.8695232963654	0.583018867924528
rna-XM_029909099.1	52.7917332620252	0.546835443037975
rna-XM_029909100.1	53.9139421715245	0.567099567099567
rna-XM_029908179.1	38.222740423823	0.595744680851064
rna-XM_029906653.1	58.0337462649962	0.54126213592233
rna-XM_029902329.1	50.0050642348856	0.530351437699681
rna-XM_029904361.1	55.5485852685008	0.560109289617486
rna-XM_029902330.1	59.2387576509323	0.528089887640449
rna-XM_029903279.1	56.9107385632426	0.549450549450549
rna-XM_029909524.1	39.1764154197437	0.650872817955112
rna-XM_029909525.1	56.2938705635911	0.495495495495495
rna-XM_029904362.1	51.148678796466	0.540540540540541
rna-XM_029906654.1	54.2166588562541	0.563432835820896
rna-XM_029910401.1	58.7498478079995	0.448763250883392
rna-XM_029902331.1	51.2717317870367	0.538152610441767
rna-XM_029909526.1	44.6973966157034	0.644508670520231
rna-XM_029902332.1	53.8576611845032	0.542074363992172
rna-XM_029901580.1	52.0742548963072	0.62426614481409
rna-XM_029901581.1	50.7523005877488	0.551789077212806
rna-XM_029899331.1	58.6953545641421	0.569060773480663
rna-XM_029908180.1	30.0608279674482	0.803076923076923
rna-XM_029904363.1	35.3818002216514	0.671428571428571
rna-XM_029909527.1	61	0.57421875
rna-XM_029907452.1	43.9373980699775	0.632231404958678
rna-XM_029907453.1	58.2036677032219	0.538152610441767
rna-XM_029902504.1	54.6068654045752	0.532751091703057
rna-XM_029903280.1	56.1245125747294	0.5311004784689
rna-XM_029909101.1	48.3946154682596	0.550675675675676
rna-XM_029909102.1	47.3014355228255	0.545698924731183
rna-XM_029909528.1	43.285760540591	0.61892247043364
rna-XM_029904364.1	55.6783163746795	0.523076923076923
rna-XM_029909186.1	58.0882366501431	0.48048048048048
rna-XM_029909392.1	55.5680650138246	0.47682119205298
rna-XM_029903281.1	52.0661960776805	0.582474226804124
rna-XM_029909499.1	48.9266695563719	0.648275862068965
rna-XM_029899922.1	52.6287919911683	0.54585152838428
rna-XM_029908181.1	45.8177258142801	0.571980676328502
rna-XM_029909529.1	52.1998318070515	0.538961038961039
rna-XM_029909530.1	49.1629024435527	0.52
rna-XM_029910107.1	52.7788042650677	0.600858369098712
rna-XM_029899874.1	50.4699640765901	0.673611111111111
rna-XM_029910137.1	55.5641528713776	0.554994954591322
rna-XM_029908182.1	30.4476803103076	0.820689655172414
rna-XM_029904365.1	53.8726033020334	0.508090614886731
rna-XM_029907454.1	46.9225125651492	0.623588456712672
rna-XM_029908183.1	49.9366030315061	0.60952380952381
rna-XM_029904366.1	53.637074298747	0.449304174950298
rna-XM_029899827.1	55.58821964327	0.585164835164835
rna-XM_029908184.1	57.7893460612422	0.517647058823529
rna-XM_029903282.1	47.9976179132815	0.554393305439331
rna-XM_029904367.1	41.4615644982972	0.669222343921139
rna-XM_029903283.1	49.9805670051164	0.536964980544747
rna-XM_029906655.1	56.4380456837954	0.5328
rna-XM_029904368.1	57.1700279602412	0.512962962962963
rna-XM_029909531.1	53.0109867133038	0.656934306569343
rna-XM_029902333.1	48.453983239002	0.628070175438596
rna-XM_029909532.1	54.8077376912638	0.556231003039514
rna-XM_029904369.1	54.1792775795223	0.536
rna-XM_029903284.1	50.2941573693109	0.521008403361345
rna-XM_029899804.1	53.812699312582	0.633640552995392
rna-XM_029904370.1	54.9334422262209	0.45906432748538
rna-XM_029899821.1	49.0933606237688	0.624347826086956
rna-XM_029903285.1	47.6515208682961	0.66256157635468
rna-XM_029902334.1	47.5000171475231	0.639393939393939
rna-XM_029904371.1	35.0119057485094	0.720194647201946
rna-XM_029907455.1	55.310332034934	0.557615894039735
rna-XM_029904372.1	28.3748747104952	0.772020725388601
rna-XM_029904373.1	28.0623952022083	0.813664596273292
rna-XM_029902335.1	40.629845453491	0.654088050314465
rna-XM_029904374.1	52.8547955383612	0.544280442804428
rna-XM_029904375.1	38.6271660064312	0.650862068965517
rna-XM_029904376.1	61	0.547619047619048
rna-XM_029903286.1	48.4552853844197	0.578378378378378
rna-XM_029898824.1	52.192452910577	0.42156862745098
rna-XM_029904377.1	46.6712436512415	0.632325141776938
rna-XM_029907456.1	35.9723423908933	0.756172839506173
rna-XM_029909103.1	45.6506102449808	0.562962962962963
rna-XM_029904378.1	55.8216442792343	0.549865229110512
rna-XM_029902336.1	39.9785540192219	0.73921200750469
rna-XM_029909104.1	50.2514922582501	0.597667638483965
rna-XM_029902337.1	43.6898368917375	0.643243243243243
rna-XM_029899864.1	44.9145665692351	0.616935483870968
rna-XM_029906656.1	59.8782167572752	0.447619047619048
rna-XM_029903287.1	56.7713055319766	0.583769633507853
rna-XM_029904379.1	49.8631981017128	0.545454545454545
rna-XM_029904380.1	54.2496266928084	0.513430206957288
rna-XM_029899154.1	56.0897669209771	0.539130434782609
rna-XM_029899903.1	48.3088270263215	0.577702702702703
rna-XM_029899863.1	42.5242682381813	0.677551020408163
rna-XM_029904381.1	40.9893204998915	0.705882352941177
rna-XM_029899796.1	48.1257549115766	0.6
rna-XM_029904382.1	55.7592533182979	0.51216814159292
rna-XM_029906657.1	54.8093028321923	0.571428571428571
rna-XM_029909105.1	54.4518935920376	0.583756345177665
rna-XM_029904383.1	40.3724449590701	0.650306748466258
rna-XM_029904384.1	49.715573948165	0.615141955835962
rna-XM_029901582.1	56.3342979055008	0.567729083665339
rna-XM_029899871.1	54.1247147041599	0.531305903398927
rna-XM_029899226.1	56.2350496055736	0.584795321637427
rna-XM_029909533.1	53.27043496629	0.6025
rna-XM_029904385.1	61	0.380434782608696
rna-XM_029904386.1	56.2034194132383	0.465909090909091
rna-XM_029904387.1	46.6661378670966	0.670103092783505
rna-XM_029904388.1	51.7113802862331	0.590123456790123
rna-XM_029904389.1	59.6008869388966	0.539024390243902
rna-XM_029904390.1	36.259661834307	0.682281059063136
rna-XM_029899303.1	61	0.491803278688525
rna-XM_029904391.1	52.2823600978403	0.535714285714286
rna-XM_029902338.1	54.4901715768946	0.548
rna-XM_029903288.1	57.5791315992934	0.521186440677966
rna-XM_029899310.1	53.4200337776768	0.597938144329897
rna-XM_029899828.1	56.7327150016313	0.522540983606557
rna-XM_029903289.1	41.965701849243	0.662162162162162
rna-XM_029909534.1	58.7267419701478	0.518823529411765
rna-XM_029904392.1	55.6951782995069	0.541795665634675
rna-XM_029908185.1	35.8616793028163	0.658385093167702
rna-XM_029904393.1	55.8989338674139	0.572769953051643
rna-XM_029901583.1	46.8054512262089	0.613333333333333
rna-XM_029906658.1	39.9481783620074	0.666666666666667
rna-XM_029903290.1	58.5127619199144	0.548913043478261
rna-XM_029907457.1	52.6278480302989	0.603174603174603
rna-XM_029899455.1	56.3503187051738	0.52317880794702
rna-XM_029906659.1	55.1020092759297	0.53584229390681
rna-XM_029904395.1	47.001215149754	0.607142857142857
rna-XM_029904396.1	47.0942923162881	0.639175257731959
rna-XM_029908186.1	57.3508208393364	0.561085972850679
rna-XM_029899858.1	45.3507747357537	0.598116169544741
rna-XM_029899459.1	44.9209027395953	0.464285714285714
rna-XM_029907458.1	54.6315217547138	0.548076923076923
rna-XM_029904397.1	54.8802975470878	0.625698324022346
rna-XM_029899462.1	56.5217374732166	0.6
rna-XM_029899464.1	61	0.512605042016807
rna-XM_029906660.1	41.0242239510052	0.670542635658915
rna-XM_029904398.1	43.7473606229888	0.635802469135803
rna-XM_029904399.1	48.3443700099759	0.594972067039106
rna-XM_029908864.1	58.9136037296902	0.484210526315789
rna-XM_029908865.1	57.1525404242664	0.569920844327177
rna-XM_029908866.1	58.9786265279081	0.558631921824104
rna-XM_029906661.1	52.7214450909078	0.558974358974359
rna-XM_029901584.1	54.7074273711001	0.54419410745234
rna-XM_029904400.1	51.3681648342204	0.529531568228106
